index,age,workclass,fnlwgt,education,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
205,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
206,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,High,Suppressed,Suppressed,0
207,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
208,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
209,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
210,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
211,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
212,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
213,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
214,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
215,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
216,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
217,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
218,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
219,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
220,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
221,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
222,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
223,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
224,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
225,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
226,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,Low,Suppressed,Suppressed,0
227,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
228,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
229,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,High,Suppressed,Suppressed,1
230,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
231,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
232,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
233,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
234,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
235,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
236,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
237,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
238,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
239,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
240,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
241,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
242,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
243,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
244,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
245,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
246,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
247,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
248,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
249,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
250,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
251,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
252,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
253,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
254,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
255,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
256,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
257,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
258,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
259,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
260,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
261,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
262,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
263,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
264,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
265,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
266,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
267,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
268,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
269,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
270,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
271,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
272,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
273,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
274,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
275,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
276,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
277,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
278,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
279,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
280,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
281,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
282,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
283,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
284,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
285,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
286,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
287,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
288,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
289,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,1
290,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,1
291,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
292,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
293,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
294,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
295,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
296,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
297,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
298,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,Low,Suppressed,Suppressed,0
299,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
300,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
301,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
302,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
303,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,High,Suppressed,Suppressed,1
304,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
305,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
306,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
307,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
308,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
309,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
310,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
311,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
312,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
313,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
314,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
315,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
316,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
317,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
318,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
319,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
320,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Minority,Female,Suppressed,None,Suppressed,Suppressed,0
321,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
322,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
323,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
324,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
325,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
326,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
327,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
328,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
329,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
330,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
331,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
332,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
333,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
334,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
335,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
336,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,Low,Suppressed,Suppressed,1
337,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
338,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
339,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
340,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
341,[50:100),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,1
342,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
343,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
344,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
345,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,1
346,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
347,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Minority,Male,Suppressed,None,Suppressed,Suppressed,0
348,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
349,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
350,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
351,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
352,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
353,[50:100),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
354,[0:50),Suppressed,[0:1500000),H.S. or less,Suppressed,Suppressed,Majority,Female,Suppressed,High,Suppressed,Suppressed,0
355,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Male,Suppressed,None,Suppressed,Suppressed,0
356,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
357,[0:50),Suppressed,[0:1500000),Further Studies,Suppressed,Suppressed,Majority,Female,Suppressed,None,Suppressed,Suppressed,0
